Name,Year,Actors
My Last Love,1999,"Scott Bairstow, Nancy Travis, Viveka Davis, James Karen, Jamie Renée Smith, Nicole Fellows"
Behind the Waterfall,1995,"Gary Burghoff, Sam Hennings, Gena Gale Burghoff, Alyssa Hansen, Hollis McCarthy, Luke Baird, Jeff Olson, Michael Scott, Mark McCarthy, Kevin Halladay, Mary Parker Williams, Star Herrmann, Carolyn Hurlburt, Joey Miyashima, Charles Metten"
Sub Down,1997,"Gabrielle Anwar, Stephen Baldwin, Kevin Connolly, Chris Mulkey, Tom Conti, Tony Plana, Joe Dain, Nikki Cox"
The Sandy Bottom Orchestra,2000,"Jane Powell, Glenne Headly, Madeline Zima, Tom Irwin, Richard McMillan, Roger Dunn, Bradley Reid, Elizabeth Lennie, Tamara Hope, Lindsay Murrell, Shadia Simmons, Wendy Lyon, Marcello Meleca, Gerard Boyd, Tita Griffin"
Foolish,1999,"Master P, Eddie Griffin, Andrew Dice Clay, Amie Petersen, Frank Sivero, Daphnée Duplaix, Jonathan Banks, Sven-Ole Thorsen, Marla Gibbs, Traci Bingham, Bill Nunn, John Marlo, Clifton Powell, Anthony Johnson, Anthony Boswell"
Final Justice,1998,"Michael McKean, Annette O'Toole, C. C. H. Pounder, Duffy Epstein, Brian Wimmer, Karen Trumbo, Mary Marsh, David Meyers, Robert Shampain, George Fosgate"
Never Look Back,1996,"Candis Cayne, Angel Boris, David Anthony Pizzuto, Chad Ayers, Nicole Cannon, Chris Sery, Girlina, Stephen Kinsella, Tony Pompite, David Asili, Christina Rumore"
A Hot Dog Program,1996,Rick Sebak
Sleepover,1995,"James Capria, Megan Shand, Michael Albanese, Michael R. Morris, Heather Casey, John F. Sullivan, Shannon Barry, Richard Steinmetz"
Mercy,2000,"Ellen Barkin, Peta Wilson, Wendy Crewson, Julian Sands, Marshall Bell, Damian Harris, Karen Young"
The Bridges of Madison County,1995,"Clint Eastwood, Meryl Streep, Debra Monk, Victor Slezak, Annie Corley, Jim Haynie, Michelle Benes, Phyllis Lyons, Richard Lage, Pearl Faessler, Sarah Kathryn Schmitt, Christopher Kroon, Alison Wiegert, Brandon Bobst, R.E. 'Stick' Faessler"
Bonhoeffer: Agent of Grace,2000,"Ulrich Tukur, Robert Joy, R. H. Thomson, Tatjana Blacher, Susanne Lothar, Ulrich Noethen, Justus von Dohnányi, Dominique Horwitz, Richard Partington, Johanna Klante, Rosemarie Fendel, Christian Maria Goebel, Blu Mankuma, Dieter Kirchlechner, Christian Doermer"
The Legend of Sleepy Hollow,1999,"Rachelle Lefevre, Brent Carver, Vlasta Vrána, Paul Lemelin, Kathleen Fee"
Fifth Ward,1998,"Junie Hoang, Nephew Tommy, Donna Wilkerson, Kory Washington"
After the Storm,2000,"Armand Assante, Arthur J. Nascarella, Nestor Serrano, Benjamin Bratt, Jennifer Beals, Mili Avital, Stephen Lang, Simone-Elise Girard, Gustave Johnson, Steven Petrarca, Barbara Andres, Bernard Graham, Javier Canul, Herbert Franzier, Bob Walton, Rosalie Staines, Nancy Sinclair, Dirk Müller, Nelle Stern, Brent Crawford, Jake Roberts, Sean Beaton, Lynn Ann Leveridge, Emory King, Jill Jacobson, Leigh Chapman"
Road Dogz,2000,"Jacob Vargas, Greg Serano, Clifton Collins Jr., Priscilla Garita, Emilio Rivera, Lobo Sebastian"
Welcome Says the Angel,1996,"Ayesha Hauer, Leroy Jones, Jon Jacobs"
A City Called Heaven,1998,"Gerald Orange, Phalana Tiller, Linette Hardie, Victor Orange, Omkari Williams, Lorene Spain"
Monument Ave.,1998,"Denis Leary, Colm Meaney, Famke Janssen, Martin Sheen, Billy Crudup, Ian Hart, Lenny Clarke, John Diehl, Greg Dulli, Jeanne Tripplehorn, Jason Barry, Noah Emmerich"
The Rat Pack,1998,"Ray Liotta, Joe Mantegna, Don Cheadle, Angus Macfadyen, William Petersen, Željko Ivanek, Bobby Slayton, Deborah Kara Unger, Scott MacDonald"
The Hired Heart,1997,"Brett Cullen, Barry Corbin, Allison Hossack, Penelope Ann Miller, Graham Greene"
The Lottery,1996,"Keri Russell, Salome Jens, M. Emmet Walsh, Veronica Cartwright, William Morgan Sheppard, William Daniels, Jeff Corey, Stephen Root, Joe Chrest, Dan Cortese, David Lenthall, Jon Huffman, Alex Van, Sean Murray, Amy Parrish"
Once Upon a Time When We Were Colored,1995,"Phylicia Rashād, Karen Malina White, Al Freeman Jr., Richard Roundtree, Isaac Hayes, Polly Bergen, Salli Richardson, Leon Robinson, Taj Mahal, Paula Kelly, Bernie Casey, Damon Hines, Phil Lewis, Iona Morris"
On the QT,1999,"James Earl Jones, Samuel Ball, Annie Parisse, Joey Dedio, Henry Simmons, Jake Burbage, Manny Pérez, Trudie Styler, Bill Dawes"
Seduced and Betrayed,1995,"David Charvet, Peter Donat, Susan Lucci, Gabrielle Carteris, Zach Glicksman, Marla Frumkin, Mary Ellen Trainor, Lillie Richardson, Ken Kolb, James Sanich, John Verea"
Road Kill,1999,"Billy Jayne, Jon Polito, Richard Portnow, Erik Palladino, Jennifer Rubin, Catherine Dyer, Brian Vander Ark, Chris Codol, Jeffrey Dean Morgan"
Manny & Lo,1996,"Scarlett Johansson, Mary Kay Place, Aleksa Palladino, Glenn Fitzgerald, Dean Silvers, Lisa Campion, Forrest Silvers, Marlen Hecht, Tyler Silvers, Novella Nelson"
In the Gloaming,1997,"Glenn Close, David Strathairn, Whoopi Goldberg, Bridget Fonda, Robert Sean Leonard, Dave Grusin, William Reeve"
A Family Thing,1996,"Michael Beach, James Earl Jones, Robert Duvall, Irma P. Hall, Regina Taylor, Grace Zabriskie, Mary Jackson, Paula Marshall, David Keith, Don James"
High Lonesome,1995,"Joseph Mazzello, William Fichtner, Patrick Labyorteaux, William Lucking, Evan Rachel Wood, Jack Kehler, Louis Gossett Jr., Don Swayze, David Hart, John Bellucci, James Greene"
Guns and Lipstick,1995,"Robert Forster, Wings Hauser, Sally Kirkland, James Hong, Joe Estevez, Paul Benedict, Felecia"
Barriers,1999,"Annie Golden, Quentin Crisp, Jamaul Roots, Derrick Robberts, Geoff Garcy"
Free Willy 3: The Rescue,1997,"Jason James Richter, August Schellenberg, Annie Corley, Vincent Berry, Tasha Simms, Peter LaCroix, Keiko, Patrick Kilpatrick, Ian Tracey, Matthew Walker, Stephen E. Miller, Roger Cross, Roman Danylo"
Diary of a Serial Killer,1998,"Arnold Vosloo, Gary Busey, Julia Campbell, Reno Wilson"
Teach Me Tonight,1997,"Jack Becker, Judy Thompson"
Double Parked,2000,"Callie Thorne, Rufus Read, Noah Fleiss, Cassandra Morris, Stephen Peabody"
Into the Blue,1997,"Abigail Cruttenden, John Thaw, Matthew Marsh, Dimitri Andreas, Kevork Malikyan"
Call of the Wild: Foxfire,2000,"Shane Meier, Nick Mancuso"
Animal Farm,1999,"Peter Ustinov, Patrick Stewart, Pete Postlethwaite, Julia Ormond, Kelsey Grammer, Ian Holm, Julia Louis-Dreyfus, Paul Scofield, Pete Postlethwaite, Alan Stanford, Caroline Gray, Gail Fitzpatrick, Jimmy Keogh, Noel O'Donovan, Gerard Walsh, Jer O'Leary, Sean Fitzsimmons, Conor Kirwan, Charles Dale, Charles Dale, Amanda Symonds, Louise Gold, Paul Mark Elliott, Jean Beith, Nicole Tibbels, Tim Whitnall, Brian Gulland, Hannah King, Tim Merton-Laight, Charlotte Merton-Laight, Féodor Atkine, Roger Carel, François Marthouret, Claire Nadeau, Dominique Paturel, Pascal Renwick, Gérard Rinaldi, Pierre Santini"
Sex & Mrs. X,2000,"Linda Hamilton, Jacqueline Bisset, Peter MacNeill, Paolo Seganti, Daniel Pilon, Jonathan Potts, Stewart Bick, Marina Anderson"
American Reel,1999,"Mariel Hemingway, David Carradine, Michael Maloney, Marina Anderson, Maite Arnedo, Larissa Borkowski, Frank Casagrande, Natalie Christian, Troy Clark, Jason Dixie"
Wannabes,2000,"Robert Costanzo, Joe Viterelli, Daniel Margotta, Raymond Serra, Joe D'Onofrio, Conor Dubin, John G. Hoyt, William DeMeo"
The Pact,1999,"Jack Langedijk, Lisa Zane, Nick Mancuso, John Heard, Rider Strong, Jason Cavalier, Adam Frost"
The Last Producer,2000,"Angie Dickinson, Lauren Holly, Benjamin Bratt, Charles Durning, Ann-Margret, Alex Rocco, Burt Reynolds, Rod Steiger, Sean Astin, Robert Goulet, Shecky Greene"
Black Eyed Dog,1999,"Kevin P. Kearns, Clive Worsley, Lorean Keating, Pamela Wylie"
Echo of Blue,1996,"Art LaFleur, Lisa Lamendola, Kimber Sissons, John Rhys-Davies, Julie McCullough, Craig Patton, Todd J. Fuller, Kevin West"
Veteranos,1998,"Jose Quiroz, Chad Bryant, Ed Quiroz, David Dyno Rocha, Drew Toxtero, Peter Scott Palmer"
Latin Boys Go to Hell,1997,"Mike Ruiz, Rebecca Sumner Burgos, Anne Iobst, Norma Maldonado, Dashia, Jenifer Lee Simard, John Bryant Davila, Irwin Ossa, Alexis Artiles, Guinevere Turner"
Songs in Ordinary Time,2000,"Tom Guiry, Angelica Page, Richard Yearwood, Beau Bridges, Sissy Spacek, Keir Dullea, Patrick Galligan, Jordan Warkol, Careena Melia, Jeremy Akerman"
Nightwatch,1997,"Ewan McGregor, Nick Nolte, Patricia Arquette, Josh Brolin, Lauren Graham, Nicholas Cascone, Sandra Hess, John C. Reilly, Brad Dourif, Alix Koromzay, Lonny Chapman, Erich Anderson, Scott Burkholder, Michael Matthys, Alison Gale, Robert LaSardo, Mongo, Candy Ann Brown, Michelle Csitos, Lennie Loftin, Bradley Gregg, Nicholas Sadler, Jeff Davis, Ben Skorstad, Anais Evans, Larry Cedar"
The Turn of the Screw,1999,"Pam Ferris, Jodhi May, Jason Salkey, Colin Firth, Caroline Pegg, Grace Robinson, Jenny Howe"
Arrangement,1999,"Helen G. Williams, Billie James, Jason Quarles, Keskhemnu, Jewdyer Osborne, Burnadair Lipscomb-Hunt, Clark Jackson, Phalana Tiller"
"Smile Now, Cry Later",2000,"David Dyno Rocha, A.L.G."
Fargo,1996,"William H. Macy, Frances McDormand, Steve Buscemi, Harve Presnell, Peter Stormare, John Carroll Lynch, José Feliciano, Steve Park, Kristin Rudrud, Tony Denman, Larry Brandenburg, James Gaulke, Bruce Bohne, Gary Houston, Sally Wingert, Kurt Schweickhardt, Larissa Kokernot, Melissa Peterman, Steve Reevis, Warren Keith, Steve Edelman, Sharon Anderson, J. Todd Anderson, Michelle Suzanne LeDoux, Petra Boden, Wayne A. Evenson, Cliff Rakerd, Jessica Shepherd, Peter Schmitz, Steven I. Schafer, Michelle Hutchison, David S. Lomax, Bix Skahill, Bain Boehlke, Rose Stockton, Robert Ozasky, John Bandemer, Don Wescott, Bruce Campbell, Clifford Nelson, Lori J. Ness"
Interstate 84,2000,"John Doman, Harley Cross, Clifton James, Megan Dodds, Kevin Dillon, Joel Garland, Tonia Lynn, Brad Koepenick, John Littlefield, Jeff Weiss"
In the Presence of Mine Enemies,1997,"Charles Dance, Armin Mueller-Stahl, Peter Friedman, Don McKellar, Chad Lowe, Elina Löwensohn, Tony Nardi, John Dunn-Hill, Diana Skaya, Jason Shayne Schwartz"
Family of Cops 3,1999,"Sebastian Spence, Charles Bronson, Sean McCann, Nicole de Boer, Barbara Williams, Torri Higginson, Kim Weeks, Sabrina Grdevich, Joe Penny, Jan Filips, Cynthia Belliveau, Stephanie McLellan, Heather Gordon, Chris Leavins, Diego Chambers"
Don King: Only in America,1997,"Vondie Curtis-Hall, Ving Rhames, Lou Rawls, Loretta Devine, Keith David, Brent Jennings, Bernie Mac, Jeremy Piven, Darius McCrary, Gabriel Casseus, Brad Garrett, Ron Leibman"
Talk of Angels,1998,"Polly Walker, Francisco Rabal, Frances McDormand, Vincent Pérez, Penélope Cruz, Ariadna Gil, Rossy de Palma, Anita Reeves, Franco Nero, Marisa Paredes, Ruth McCabe, Veronica Duffy, Leire Berrocal, Britta Smith"
By Dawn's Early Light,2000,"Richard Crenna, David Carradine, Chris Olivero, Patrick David, Gary Bisig, Ben Cardinal, Tim Henry, Stella Stevens, Lachlan Murdoch, Sandra Nelson, Greg Kean, Tyler Labine, Blair Slater"
Invisible Enemies,1997,"Jason Guess, Kellee Robin"
Forever Love,1998,"Reba McEntire, Richard Biggs, Tim Matheson, Scott Foley, Bess Armstrong, Frances Bay, Heather Stephens"
Shiloh,1996,"Rod Steiger, Michael Moriarty, Bonnie Bartlett, Scott Wilson, Blake Heron, Ann Dowd, Amzie Strickland, Tori Wright, Shira Roth, Rachel Winfree, J. Madison Wright Morris, Montrose Hagins"
Primary Colors,1998,"John Travolta, Emma Thompson, Maura Tierney, Paul Guilfoyle, Adrian Lester, Billy Bob Thornton, Kathy Bates, Larry Hagman, Allison Janney, J. C. Quinn, Ben Jones, Rob Reiner, Diane Ladd, Rebecca Walker, Caroline Aaron, Tommy Hollis, Robert Easton, Tony Shalhoub, Chelcie Ross, Gia Carides, Robert Klein, Robert Cicchini, Brian Markinson, Bonnie Bartlett, Bianca Lawson, Mykelti Williamson, Stacy Edwards, Harrison Young, Cynthia O'Neal, James Denton, Leontine Guilliard, Monique Ridge, Ned Eisenberg, Geraldo Rivera, Charlie Rose, Larry King, O'Neal Compton, Kevin Cooney, John Vargas, William Stanford Davis, Rolando Molina, Ross Benjamin, Kristoffer Ryan Winters, Susan Kussman, Vickilyn Reynolds, Robert Symonds, Scott Burkholder, Bill Maher, Lu Elrod, Michael Haley, Henry Woronicz, Daryce Richman, Rosalie Peck, Susan Forristal, James Earl Jones, Eric Boyd, Clark Heathcliffe Brolly, James DuMont, Amaris Dupree, Tom Griffith, Noah Michael Levine, Richard B. Livingston, Carlos A. Montes, Dorie Neal, Brian Shakti, Pete Tittl, Sara Van Horn, Lesa Whittington, Anthony Winters, Jordan Ancel, Dara J. Bragg, Marian Caparrós, Sophia Choi, Matt Clifford, Barbara Conway, Kacee DeMasi, Freddie Joe Farnsworth, Phil Faroudja, Anthony Michael Frederick, Nick Loeb, Polli Magaro, Jean Martirez, Greg McWhorter, Larry Mendte, John Milford, Christopher C. Murphy, Tim Murphy, Msaada Nia, Gary Pike, Kevin Richardson, Rocco Salata, Lorna Scott, Steve Teamkin, Lynn Wanlass, Charlie Weirauch, Rocco"
Underworld,1997,"Denis Leary, Joe Mantegna, Annabella Sciorra, James Tolkan, Robert Costanzo, Jimmie F. Skaggs, Larry Bishop, Traci Lords, Abe Vigoda"
Stanley's Gig,2000,"Marla Gibbs, William Sanderson, Stephen Tobolowsky, Justin Lazard, David James Elliott, Faye Dunaway, Paul Benjamin, Max Perlich, Kevin Jackson, Ian Whitcomb"
Blink of an Eye,1999,"Frank John Hughes, Cástulo Guerra, Richard C. Sarafian, Joseph Bologna, Lombardo Boyar, Dana Ashbrook, Seidy López, Jason Carter, Douglas Spain, Cristos"
Men,1997,"Dylan Walsh, Sean Young, John Heard, Annie McEnroe"
Wanted,2000,"Tracey Gold, Robert Culp, Timothy Busfield, Michael Sutton, Marcia Rodd, Justin Berfield, Matt Koruba, Sonny Marinelli, James Quattrochi, James Luisi"
The Seventh Sense,1999,"Fayley Hogan, Endre Hules, Christian Malmin, Lucy Jenner, LoriDawn Messuri"
The Height of the Sky,1999,"Jennifer Weedon, Barry Lehman, Grant Moninger, Evan Palazzo"
Another Woman's Husband,2000,"Gail O'Grady, Dale Midkiff, Sally Kirkland, Lisa Rinna, Carroll Baker, Amzie Strickland, Donna Hanover, Charlotte Rae"
The Awakening,1995,"David Beecroft, Cynthia Geary, Maurice Godin, David Ferry, Sheila McCarthy, Jenny Parsons, David Gardner"
Home Before Dark,1997,"Patricia Kalember, Katharine Ross, Brian Delate, Ellen Stone, Peter Bubriski, Stephanie Castellarin, Helen Lloyd Breed"
The Affair,1995,"Kerry Fox, Beatie Edney, Adrian Lester, Bill Nunn, Courtney B. Vance, Ned Beatty, Ciarán Hinds, Leland Gantt, Fraser James"
Double Platinum,1999,"Brandy Norwood, Diana Ross, Christine Ebersole, Roger Rees, Allen Payne, Harvey Fierstein, Brian Stokes Mitchell, Yakov Smirnoff"
A Brooklyn State of Mind,1997,"Maria Grazia Cucinotta, Vincent Spano, Tony Danza, Jennifer Esposito, Vincent Pastore, Abe Vigoda, Danny Aiello, Morgana King, Janice Steinmetz, Rick Aiello"
The Wall,1998,"Ruby Dee, Edward James Olmos, Dean McDermott, Michael DeLorenzo, Joseph Sargent, Richard Chevolleau, Savion Glover, Trevor Blumas, Frank Whaley, Martin Roach, Phil Morrison"
Echo,1997,"Clare Carey, Laurie Holden, Alexandra Paul, Ray Baker, Malcolm Stewart, Jack Wagner, Kin Shriner, Kevin Blatch"
Catalina Trust,1999,"John Shea, Erica Shaffer, Jay Harrington, Gideon Evans, Dean Anthony, Paris Simpson, Grant James, David Vegh, Arabella Holzbog, Juli Erickson"
The Donor,2000,"James Handy, David Carradine, Karen Black, Pierre Dulat, Florence Guérin, Marina Anderson"
Groove,2000,"Rachel True, Mackenzie Firgens, Hamish Linklater, Lola Glaudini, Ari Gold, Chris Ferreira, Aaron Langridge, Jeff Witzke, Jill Jose, Steve Van Wormer, Bradley K. Ross, Nick Offerman, Elizabeth Sun, Dmitri Ponce, Wendy Turner-Low, Denny Kirkwood, Matthew Bernsen, Bing Ching, Chris Stone, Angelo Spizzirri, Lew Baldwin, Jonathan Muller, Eva Christiansen, Sam Trychin, Jina Park, Jason Zemlicka, Noah Zisman, Sona-Rebecca Klein, Vincent Riverside, Pete Davison, Karl Ackerman, Christoph Klotz, Brian Behlendorf, Polywog, Justin Baumrucker, Ed Abratowski, Forest Green, Danielle Renfrew, Wade Hampton, No Battles, Monty Luke, Kei Hashinoguchi, Melissa Leebove, Jeffrey Crane, Casey Landis, Rob Schröder, Shranny, John Digweed, Matthew Tyreman, Brian Benson, Lisa Acuna, Victoria Diebler, Mark Hong, Shawn Keenum, Cassandra Kummerow, Shannon McNeil, Paul Ossenbruggen, Kerry Power, Monique Ramirez, Phillipe Tapon, David Thom, Anne Wojciak, Mike Justice, Devon Marlink, Greg Camilleri, Dean Chesnutt, N'Dea Davenport, Chris Jackson, The Irresistible Force, Jonah Sharp, Christian Smith"
The Sky Is Falling,2000,"Teri Garr, Laura Leighton, Dedee Pfeiffer, Eric Close, Chris Elliott, Howard Hesseman, Bert Remsen, Lorraine Toussaint, Fran Bennett, Ann LeSchander, Toni Sawyer"
Headless Body in Topless Bar 1995,1995,"Paul Williams, Raymond J. Barry, Taylor Nichols, Jennifer MacDonald, April Grace, David Selby, Rustam Branaman, Biff Yeager, Deborah De Voto, Tom Bresnahan"
After the Silence,1996,"Kellie Martin, JoBeth Williams, Billy Jayne, Alan Rosenberg, S. Epatha Merkerson, Thomas Kopache, John Apicella, Donna Bullock, Jennifer Delora, Mark Arnott, Sal Lopez"
The Ride,1997,"Brock Pierce, Michael Biehn, Martin Spanjers, Chris Owen, Jennifer Blanc, Jennifer O'Neill, Clarence Felder, Franklin Graham"
Between Love & Honor,1995,"Grant Show, Nigel Bennett, Maria Pitillo, Steve Allie Collura, Costin Manu, Harvey Atkin, Vito Rezza, Joan Heney, Robert Morelli, Joseph Scoren, Cloris Leachman, Geza Kovacs, Michael Nouri"
Murder Live!,1997,"David Morse, Marg Helgenberger, Peter Horton, Lauren Tom, Teri Garr, Neal McDonough, Christine Estabrook, John O'Hurley, Michael Cullen, Paige Moss"
Run the Wild Fields,2000,"Sean Patrick Flanery, Joanne Whalley, Alexa Vega, Cotter Smith, Bill Lake"
Beowulf,1999,"Christopher Lambert, Oliver Cotton, Rhona Mitra, Layla Roberts, Patricia Velásquez, Roger Sloman, Charles Robinson, Andrei Rusu, Götz Otto, Diana Dumbrava, Vlad Jipa, Brent Jefferson Lowe, Marcello Cobzarju, Vincent Hammond"
For Love of the Game,1999,"Kevin Costner, John C. Reilly, Brian Cox, Kelly Preston, Jena Malone, Domenick Lombardozzi, Carmine Giovinazzo, J.K. Simmons, Hugh Ross, Vin Scully, Michael Emerson, Addie Daddio, Steve Lyons, Bill E. Rogers, Arnetia Walker, Larry Joshua, Greer Barnes, Scott Bream, José Mota, Earl Johnson, Chris Lemonis, Jesse Ibarra, Pedro Swann, Michael Rivera, Dave Eiland, Joe Lisi, Jim Colborn, Paul Bradshaw, Gene Kirley, Chris Fischer, Jon M. McDonnell, Barry Bradford, Kevin Craig West, Wes Said Drake, Luis Moro, Michael Papajohn, John Darjean Jr., Donzell McDonald, Scott Pose, Vick Brown, Chris Ashby, Bill Masse, Mike Buddie, Eric Knowles, Ricky Ledée, Juan Nieves, Augie Garrido, Rick Reed, Rich Garcia, Jerry Crawford, Bob Sheppard, Eddie Layton, Robinson Frank Adu, T. Sean Ferguson, Victor Colicchio, David Mucci, Jacob Reynolds, Maurice Shrog, Karen Williams, Tracy Middendorf, William Newman, P.J. Barry, Frank Girardeau, null, Monty Alexander, Daniel Dae Kim, Judith Drake, Bill Vincent, William Costner, Sharon Costner, Mark Thomason, Laura Cayouette, Christopher Cousins, Ted Raimi, Michael Emerson, Shelly Desai, Lucinda Clare, Ed Morgan, Brian Donald Hickey, Tracy Perry, Michael Neeley, Carl Burrows, David Mitchell Evans, Ken Farnell, Tracy Howe, Glenn Nocera, Barbara Troy, Kathleen Wilce, Mark Adrian, Sonia Aurora, Jennifer Bailey, Allison Baker, Tom Bezas, Jani Blom, David Bookbinder, Barry Brandt, Chuck Bunting, James H. Burns, Todd Carroll, David Crane"
Gang Related,1997,"Tupac Shakur, Jim Belushi, Lela Rochon, Dennis Quaid, James Earl Jones, Wendy Crewson, David Paymer, Gary Cole, James Handy, Brad Greenquist, Terrence C. Carson, Dennis Quaid"
A Vow to Cherish,1999,"Ken Howard, Barbara Babcock, D. David Morin, David Denman, Ossie Davis, Donna Bullock, Richard Narita, Harold Clousing, Megan Paul, Angelina Estrada"
No Higher Love,1999,"Katey Sagal, Alison Pill, Tom Irwin, Roger Dunn, Katie Boland, Tedde Moore, Brenda Bazinet, Michael Rhoades, Kim Roberts, Jonathan Whittaker, Annabeth Gish"
Family Tree,1999,"Tyler Hoechlin, Cliff Robertson, Andrew Lawrence, Naomi Judd, George Murdock, Robert Forster, Corbin Bleu, Matthew Lawrence"
Forbidden Games,1995,"Ashlie Rhey, Amy Weber, Gail Harris, Jeff Griggs, Jefferson Wagner, Elizabeth Sandifer, Aleksandra Kaniak"
Miss Julie,1999,"Peter Mullan, Saffron Burrows, Heathcote Williams, Eileen Walsh, Joanna Page, Maria Doyle Kennedy, Tam Dean Burn, Sue Maund"
Nina Takes a Lover,1995,"Paul Rhys, Laura San Giacomo, Michael O'Keefe, Cristi Conaway, Fisher Stevens, Alan Lightner, Vincent Lars, Carter Collins, Michelle Koeppe, Marianna Åström-De Fina"
Nicholas' Gift,1998,"Alan Bates, Jamie Lee Curtis, Hallie Eisenberg, Gene Wexler, Isabella Ferrari, Anita Zagaria, Roberto Bisacco, Ennio Coltorti, Jeremy Zimmermann, Giorgio Biavati"
The Low Life,1996,"Sean Astin, J. T. Walsh, Shawnee Smith, Kyra Sedgwick, Renée Zellweger, Rory Cochrane, James LeGros, Ron Livingston, Jefferson Mays, Christian J. Meoli"
